Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00+01:00,25.80354383180467,25.8631376767994,25.460887747857765,25.475786209106445,86246,0.0,0.0,0.0
2015-01-05 00:00:00+01:00,25.438549470206706,25.66202077597534,24.954359273048148,24.97670555114746,615277,0.0,0.0,0.0
2015-01-06 00:00:00+01:00,24.99904375864163,25.05863475475867,24.663835525512695,24.663835525512695,344381,0.0,0.0,0.0
2015-01-07 00:00:00+01:00,24.85751691540816,25.08843884010197,24.7606811638581,24.887313842773438,654877,0.0,0.0,0.0
2015-01-08 00:00:00+01:00,25.140581494163815,25.69181327203974,25.140581494163815,25.580076217651367,1119565,0.0,0.0,0.0
2015-01-09 00:00:00+01:00,25.490685124705536,25.65456251818016,25.140578383098457,25.304458618164062,327991,0.0,0.0,0.0
2015-01-12 00:00:00+01:00,25.378948275152442,25.557726973077816,25.24486496210616,25.41619300842285,347329,0.0,0.0,0.0
2015-01-13 00:00:00+01:00,25.408749459133162,25.870590480631396,25.386403183741926,25.80354881286621,229573,0.0,0.0,0.0
2015-01-14 00:00:00+01:00,25.527936994231585,25.803551505317692,25.34171043562901,25.438549041748047,410214,0.0,0.0,0.0
2015-01-15 00:00:00+01:00,25.72906014766278,26.15365644307541,25.40129960973614,26.07171630859375,2578513,0.0,0.0,0.0
2015-01-16 00:00:00+01:00,26.019572349407138,26.37712696457414,25.83334580974152,26.31008529663086,2406245,0.0,0.0,0.0
2015-01-19 00:00:00+01:00,26.41437176147246,26.555905750543815,26.295186889491653,26.34733009338379,795397,0.0,0.0,0.0
2015-01-20 00:00:00+01:00,26.459066018145695,26.712334215430765,26.459066018145695,26.578250885009766,895057,0.0,0.0,0.0
2015-01-21 00:00:00+01:00,26.719779382954382,26.816617965698242,26.40692020398496,26.816617965698242,1015993,0.0,0.0,0.0
2015-01-22 00:00:00+01:00,26.816611179209513,27.338045853789993,26.727223270924117,27.136920928955078,949118,0.0,0.0,0.0
2015-01-23 00:00:00+01:00,27.434890356377863,27.896731297775474,27.375296510215083,27.643463134765625,1636771,0.0,0.0,0.0
2015-01-26 00:00:00+01:00,27.658364613559396,27.904182151819654,27.568973834563575,27.84459114074707,560744,0.0,0.0,0.0
2015-01-27 00:00:00+01:00,27.93398362737693,27.93398362737693,27.472142560383322,27.695613861083984,1186517,0.0,0.0,0.0
2015-01-28 00:00:00+01:00,27.859494141007293,27.859494141007293,27.442345629198766,27.695613861083984,716002,0.0,0.0,0.0
2015-01-29 00:00:00+01:00,27.524278284031052,27.70305413933742,27.434890356377863,27.643463134765625,402794,0.0,0.0,0.0
2015-01-30 00:00:00+01:00,27.755201763702633,27.770100227621146,27.434894735024695,27.546628952026367,804014,0.0,0.0,0.0
2015-02-02 00:00:00+01:00,27.539180592164463,27.576425330422946,27.30825866841566,27.554079055786133,776312,0.0,0.0,0.0
2015-02-03 00:00:00+01:00,27.6360100034265,27.904176603914507,27.621114384813367,27.740299224853516,835762,0.0,0.0,0.0
2015-02-04 00:00:00+01:00,27.80734027848327,27.926525115966797,27.665806330378,27.926525115966797,1673218,0.0,0.0,0.0
2015-02-05 00:00:00+01:00,27.73286329880623,27.956334637335463,27.703066362577733,27.91164207458496,759414,0.0,0.0,0.0
2015-02-06 00:00:00+01:00,27.822240466427342,28.030816097473917,27.799894193726015,27.941425323486328,204192,0.0,0.0,0.0
2015-02-09 00:00:00+01:00,27.7477516218351,27.822241093579382,27.59132202621738,27.755199432373047,389707,0.0,0.0,0.0
2015-02-10 00:00:00+01:00,27.7551946328788,28.001014961991267,27.69560363410623,27.93397331237793,345583,0.0,0.0,0.0
2015-02-11 00:00:00+01:00,27.956325739172588,27.97867485502662,27.82224241041371,27.852039337158203,131234,0.0,0.0,0.0
2015-02-12 00:00:00+01:00,27.933982355938053,28.157453646467232,27.844594408044706,28.105310440063477,343327,0.0,0.0,0.0
2015-02-13 00:00:00+01:00,28.20959646937041,28.336231998623408,28.15000545211551,28.22449493408203,705800,0.0,0.0,0.0
2015-02-16 00:00:00+01:00,28.187247740247685,28.26918786823539,28.157450813417363,28.231943130493164,266351,0.0,0.0,0.0
2015-02-17 00:00:00+01:00,28.202144683820592,28.246837230066202,27.95632431310498,28.239389419555664,473813,0.0,0.0,0.0
2015-02-18 00:00:00+01:00,28.34367151815683,28.50010108947754,28.34367151815683,28.50010108947754,238120,0.0,0.0,0.0
2015-02-19 00:00:00+01:00,28.43306802252987,28.649091500479457,28.291536868834427,28.626745223999023,1221779,0.0,0.0,0.0
2015-02-20 00:00:00+01:00,28.54480536227918,28.775727307297526,28.53735755057804,28.686336517333984,568534,0.0,0.0,0.0
2015-02-23 00:00:00+01:00,28.880025903000607,28.91727066040039,28.71614556053015,28.91727066040039,583201,0.0,0.0,0.0
2015-02-24 00:00:00+01:00,28.88746168143908,29.04389414388673,28.84276912781832,29.014097213745117,352130,0.0,0.0,0.0
2015-02-25 00:00:00+01:00,29.036443600866658,29.073688342889344,28.90236025631166,28.96195411682129,592055,0.0,0.0,0.0
2015-02-26 00:00:00+01:00,29.05133730156229,29.326951757239268,28.947050904365124,29.30460548400879,704150,0.0,0.0,0.0
2015-02-27 00:00:00+01:00,29.401441960495923,29.446134503749263,29.2003169910829,29.408889770507812,482933,0.0,0.0,0.0
2015-03-02 00:00:00+01:00,29.408884524821207,29.468478360650526,29.200311782599584,29.36418914794922,337462,0.0,0.0,0.0
2015-03-03 00:00:00+01:00,29.40889108234176,29.446135817244574,29.058784322754832,29.07368278503418,342663,0.0,0.0,0.0
2015-03-04 00:00:00+01:00,29.17052612246998,29.289710998535156,29.02154431699061,29.289710998535156,570578,0.0,0.0,0.0
2015-03-05 00:00:00+01:00,29.364195443855383,29.610015806971326,29.34929982329481,29.572771072387695,847614,0.0,0.0,0.0
2015-03-06 00:00:00+01:00,29.58022689819336,29.759005650867042,29.565328432004563,29.58022689819336,1165444,0.0,0.0,0.0
2015-03-09 00:00:00+01:00,29.4610385381482,29.550426483154297,29.356752128709157,29.550426483154297,664217,0.0,0.0,0.0
2015-03-10 00:00:00+01:00,29.572764910919883,29.59511117869601,29.259902954101562,29.259902954101562,1534630,0.0,0.0,0.0
2015-03-11 00:00:00+01:00,29.423787586735305,29.70685266802531,29.341847470446808,29.68450355529785,578304,0.0,0.0,0.0
2015-03-12 00:00:00+01:00,29.721763778297426,29.82605021010465,29.68451618843015,29.706865310668945,635007,0.0,0.0,0.0
2015-03-13 00:00:00+01:00,29.781346784447976,29.82604217529297,29.61001871526258,29.82604217529297,456767,0.0,0.0,0.0
2015-03-16 00:00:00+01:00,29.94570839704522,30.13240234677424,29.885967814468202,30.05772590637207,654159,0.100242,0.0,0.0
2015-03-17 00:00:00+01:00,30.117459337782876,30.147328194792237,29.729135709434644,29.878488540649414,981300,0.0,0.0,0.0
2015-03-18 00:00:00+01:00,29.89343881120444,29.997986982967713,29.736616553559532,29.990520477294922,750986,0.0,0.0,0.0
2015-03-19 00:00:00+01:00,30.095062807561067,30.22948267337247,29.953176437526132,30.072660446166992,818398,0.0,0.0,0.0
2015-03-20 00:00:00+01:00,30.17720720537247,30.423644564231488,30.102530771688528,30.363901138305664,392306,0.0,0.0,0.0
2015-03-23 00:00:00+01:00,30.311624572527048,30.311624572527048,30.072656585920218,30.192140579223633,526223,0.0,0.0,0.0
2015-03-24 00:00:00+01:00,29.99796794298231,30.3564226596905,29.99796794298231,30.266807556152344,181358,0.0,0.0,0.0
2015-03-25 00:00:00+01:00,30.222016965307652,30.23695282287166,29.87849793878259,29.92330551147461,419619,0.0,0.0,0.0
2015-03-26 00:00:00+01:00,29.654463445301094,29.721673374702295,29.378157223862083,29.706737518310547,2366400,0.0,0.0,0.0
2015-03-27 00:00:00+01:00,29.93077736661203,29.95317973046894,29.64700174662143,29.744083404541016,1603719,0.0,0.0,0.0
2015-03-30 00:00:00+02:00,29.856091763964667,30.10252910921367,29.856091763964667,30.080123901367188,348117,0.0,0.0,0.0
2015-03-31 00:00:00+02:00,30.042789485779764,30.20708107005531,29.788885604955528,29.885967254638672,589005,0.0,0.0,0.0
2015-04-01 00:00:00+02:00,29.766485002084785,30.154808775042273,29.72914678037658,29.930776596069336,507603,0.0,0.0,0.0
2015-04-02 00:00:00+02:00,29.93077168155324,30.02038396868368,29.87849476127696,29.975576400756836,188914,0.0,0.0,0.0
2015-04-07 00:00:00+02:00,30.177207284673564,30.50578758195904,30.132399715111447,30.43857765197754,315211,0.0,0.0,0.0
2015-04-08 00:00:00+02:00,30.52820220618378,30.5730069408406,30.431120533220295,30.483394622802734,271602,0.0,0.0,0.0
2015-04-09 00:00:00+02:00,30.6028764950615,30.841844558715817,30.573004774923707,30.84184455871582,285772,0.0,0.0,0.0
2015-04-10 00:00:00+02:00,30.983735332720478,31.080814154868932,30.894120167888442,31.050945281982422,1968703,0.0,0.0,0.0
2015-04-13 00:00:00+02:00,31.050942264680497,31.148021077395548,30.95386060324156,31.095746994018555,295625,0.0,0.0,0.0
2015-04-14 00:00:00+02:00,31.140541277608342,31.207751191646164,30.916509180389827,31.013587951660156,2340622,0.0,0.0,0.0
2015-04-15 00:00:00+02:00,31.095745015916627,31.28243897287936,31.0658732991089,31.215229034423828,512084,0.0,0.0,0.0
2015-04-16 00:00:00+02:00,31.18534084168727,31.18534084168727,30.901568228108555,30.909034729003906,1677224,0.0,0.0,0.0
2015-04-17 00:00:00+02:00,30.84930784181509,30.946386640071296,30.341500094307754,30.348966598510742,997587,0.0,0.0,0.0
2015-04-20 00:00:00+02:00,30.49085694507822,30.70741975965963,30.49085694507822,30.69248390197754,1744828,0.0,0.0,0.0
2015-04-21 00:00:00+02:00,30.856775873088424,31.08827739696643,30.76716357460039,30.87171173095703,604749,0.0,0.0,0.0
2015-04-22 00:00:00+02:00,31.01358997560875,31.043461683513357,30.625266319017385,30.811960220336914,189896,0.0,0.0,0.0
2015-04-23 00:00:00+02:00,30.991195989647593,31.01359835226542,30.595405723540043,30.74475860595703,1142112,0.0,0.0,0.0
2015-04-24 00:00:00+02:00,30.856782355752795,30.968799888939177,30.729831810284153,30.87918472290039,343598,0.0,0.0,0.0
2015-04-27 00:00:00+02:00,30.90904287287647,31.162946701049805,30.64767254184052,31.162946701049805,358490,0.0,0.0,0.0
2015-04-28 00:00:00+02:00,31.06587298996396,31.06587298996396,30.535662841159763,30.72235679626465,745754,0.0,0.0,0.0
2015-04-29 00:00:00+02:00,30.864236823959804,30.864236823959804,29.983041390672284,29.997974395751953,651264,0.0,0.0,0.0
2015-04-30 00:00:00+02:00,29.968114817777543,30.080129482902155,29.744082638804606,29.930776596069336,1545845,0.0,0.0,0.0
2015-05-04 00:00:00+02:00,29.87102761962126,30.25188196833323,29.773945982215,30.080123901367188,359388,0.0,0.0,0.0
2015-05-05 00:00:00+02:00,30.07266474957466,30.38630924886824,29.58725929260254,29.58725929260254,679385,0.0,0.0,0.0
2015-05-06 00:00:00+02:00,29.609655086813987,29.6992673654308,29.29600783857069,29.3856201171875,569288,0.0,0.0,0.0
2015-05-07 00:00:00+02:00,29.23627606329956,29.520048839065087,28.900226356499505,29.452838897705078,1030298,0.0,0.0,0.0
2015-05-08 00:00:00+02:00,30.16972880040267,30.311615107921423,29.871017486053248,30.266807556152344,514134,0.0,0.0,0.0
2015-05-11 00:00:00+02:00,30.311631353840564,30.505791818125,30.289228990310292,30.460987091064453,1605016,0.0,0.0,0.0
2015-05-12 00:00:00+02:00,30.2220052665381,30.22947176806809,29.833681666362462,30.08758544921875,571044,0.0,0.0,0.0
2015-05-13 00:00:00+02:00,30.13987434594278,30.378842394676365,29.923308661551765,30.027856826782227,297868,0.0,0.0,0.0
2015-05-14 00:00:00+02:00,29.87848650843029,30.35642522146702,29.87848650843029,30.31908416748047,54217,0.0,0.0,0.0
2015-05-15 00:00:00+02:00,30.393774153580882,30.490855800508434,30.065190994356396,30.15480613708496,328579,0.0,0.0,0.0
2015-05-18 00:00:00+02:00,30.042778030059242,30.34148936961689,29.990503972945024,30.31908416748047,962046,0.0,0.0,0.0
2015-05-19 00:00:00+02:00,30.6626115474629,30.826900265830922,30.64020633912657,30.79703140258789,455150,0.0,0.0,0.0
2015-05-20 00:00:00+02:00,30.901576493070223,30.96131706237793,30.7074132331935,30.96131706237793,258763,0.0,0.0,0.0
2015-05-21 00:00:00+02:00,30.871703266766325,31.103204727172855,30.841831559219127,31.10320472717285,486773,0.0,0.0,0.0
2015-05-22 00:00:00+02:00,31.1032030695257,31.170412983563523,30.953847388472468,31.013587951660156,135153,0.0,0.0,0.0
2015-05-26 00:00:00+02:00,31.036000767838065,31.162951276201344,30.662612897983667,30.819435119628906,262964,0.0,0.0,0.0
2015-05-27 00:00:00+02:00,30.85677952479506,31.18535989061903,30.759697861521904,31.11068344116211,244339,0.0,0.0,0.0
2015-05-28 00:00:00+02:00,31.013599184212566,31.103214334535064,30.84931043940207,30.98373031616211,244966,0.0,0.0,0.0
2015-05-29 00:00:00+02:00,31.013603649561215,31.013603649561215,30.39378110523542,30.416183471679688,259506,0.0,0.0,0.0
2015-06-01 00:00:00+02:00,30.617814524221647,30.722362703386526,30.41618467209328,30.483394622802734,361596,0.0,0.0,0.0
2015-06-02 00:00:00+02:00,30.558059062398986,30.558059062398986,30.139866510198583,30.192140579223633,470705,0.0,0.0,0.0
2015-06-03 00:00:00+02:00,30.26681012873169,30.468439855747082,30.147326162580622,30.199600219726562,1880935,0.0,0.0,0.0
2015-06-04 00:00:00+02:00,29.975581322629697,30.169744633470298,29.647000983384306,29.930776596069336,1223013,0.0,0.0,0.0
2015-06-05 00:00:00+02:00,29.803820997996848,29.818756855309438,29.534981263817212,29.632062911987305,156982,0.0,0.0,0.0
2015-06-08 00:00:00+02:00,29.632057444287447,29.706733868347627,29.3856201171875,29.3856201171875,269290,0.0,0.0,0.0
